id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
UtknyDJ_DPut-FKRqs0wpQ,royal-grill-halal-food-new-york-2,Royal Grill Halal Food,https://s3-media2.fl.yelpcdn.com/bphoto/l5sMBPBuBEny7bueeW9Z0Q/o.jpg,False,https://www.yelp.com/biz/royal-grill-halal-food-new-york-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,363,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",5.0,"{'latitude': 40.75614, 'longitude': -73.98316}",['pickup'],$,"{'address1': '44TH St And 6th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['44TH St And 6th Ave', 'New York, NY 10018']}",+13477240504,(347) 724-0504,5714.086719194227
uYMimeHJ5XBGkyTrg8GXhw,joey-bats-café-new-york,Joey Bats Café,https://s3-media3.fl.yelpcdn.com/bphoto/Z1P5LXx2wxymTkN8Ym9QgA/o.jpg,False,https://www.yelp.com/biz/joey-bats-caf%C3%A9-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,277,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'portuguese', 'title': 'Portuguese'}, {'alias': 'cafes', 'title': 'Cafes'}]",5.0,"{'latitude': 40.72006, 'longitude': -73.99037}","['pickup', 'delivery']",$,"{'address1': '129 Allen St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['129 Allen St', 'New York, NY 10002']}",+12129511189,(212) 951-1189,1658.9638318560021
v1DHGRNCH9247WLYoaoA9A,l-industrie-pizzeria-brooklyn,L'industrie Pizzeria,https://s3-media2.fl.yelpcdn.com/bphoto/SRL_RztRRUijgQwt67daGw/o.jpg,False,https://www.yelp.com/biz/l-industrie-pizzeria-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,535,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,"{'latitude': 40.71162, 'longitude': -73.95783}","['pickup', 'delivery']",$,"{'address1': '254 S 2nd St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['254 S 2nd St', 'Brooklyn, NY 11211']}",+17185990002,(718) 599-0002,3145.016041338447
jWuUibgnTGsJibOrr6UUSw,haidilao-hotpot-flushing,Haidilao Hotpot,https://s3-media3.fl.yelpcdn.com/bphoto/WiGBUxZsBHYIMiUMQTTH7Q/o.jpg,False,https://www.yelp.com/biz/haidilao-hotpot-flushing?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,924,"[{'alias': 'hotpot', 'title': 'Hot Pot'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 40.76099, 'longitude': -73.827853}",[],,"{'address1': '138-23 39th Ave', 'address2': None, 'address3': None, 'city': 'Flushing', 'zip_code': '11354', 'country': 'US', 'state': 'NY', 'display_address': ['138-23 39th Ave', 'Flushing, NY 11354']}",+19172318888,(917) 231-8888,15323.831646892548
F3XeukXccFSIC7taECxTkQ,andrea-salumeria-jersey-city,Andrea Salumeria,https://s3-media4.fl.yelpcdn.com/bphoto/iMDD-IqgaP_spfMACKhjOA/o.jpg,False,https://www.yelp.com/biz/andrea-salumeria-jersey-city?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,254,"[{'alias': 'delis', 'title': 'Delis'}]",5.0,"{'latitude': 40.74355, 'longitude': -74.0514}","['pickup', 'delivery']",$,"{'address1': '247 Central Ave', 'address2': 'Apt 3', 'address3': '', 'city': 'Jersey City', 'zip_code': '07307', 'country': 'US', 'state': 'NJ', 'display_address': ['247 Central Ave', 'Apt 3', 'Jersey City, NJ 07307']}",+12016531666,(201) 653-1666,6405.773636586935
Dwg-RgHUXsBfAi7G0V8LIg,green-juice-cafe-new-york,Green Juice Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/dHF2qESxWSTOvF5KhVw_NQ/o.jpg,False,https://www.yelp.com/biz/green-juice-cafe-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,201,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",5.0,"{'latitude': 40.85188, 'longitude': -73.9346599}",[],$,"{'address1': '4316 Broadway', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['4316 Broadway', 'New York, NY 10033']}",+16469187730,(646) 918-7730,17042.813174746992
-rqqnZeGmwyfkqoRskSO1g,koroni-souvlaki-and-grill-astoria,Koroni Souvlaki and Grill,https://s3-media1.fl.yelpcdn.com/bphoto/P9T-14EVhNuvr_gMvm8uvw/o.jpg,False,https://www.yelp.com/biz/koroni-souvlaki-and-grill-astoria?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,277,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}, {'alias': 'soup', 'title': 'Soup'}]",5.0,"{'latitude': 40.768544, 'longitude': -73.92121}","['pickup', 'delivery']",$$,"{'address1': '29-37 Newtown Ave', 'address2': '', 'address3': None, 'city': 'Astoria', 'zip_code': '11102', 'country': 'US', 'state': 'NY', 'display_address': ['29-37 Newtown Ave', 'Astoria, NY 11102']}",+17184898820,(718) 489-8820,9335.07581240148
nXoaGAhH6tNDQEE871V-ig,madame-poupon-brooklyn,Madame Poupon,https://s3-media3.fl.yelpcdn.com/bphoto/Xk3FKq6-IprOuqbITrypQQ/o.jpg,False,https://www.yelp.com/biz/madame-poupon-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,71,"[{'alias': 'french', 'title': 'French'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'creperies', 'title': 'Creperies'}]",5.0,"{'latitude': 40.6844653, 'longitude': -73.9502516}",[],,"{'address1': '387A Nostrand Ave', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11216', 'country': 'US', 'state': 'NY', 'display_address': ['387A Nostrand Ave', 'Brooklyn, NY 11216']}",+17189287472,(718) 928-7472,4385.034277017193
43mQbsfP4ZiCN0z8SM475Q,cafe-talya-bayonne,Cafe Talya,https://s3-media2.fl.yelpcdn.com/bphoto/uGot0WUNwl52w299u9UuuA/o.jpg,False,https://www.yelp.com/biz/cafe-talya-bayonne?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,256,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",5.0,"{'latitude': 40.6844885741496, 'longitude': -74.1073497064864}","['pickup', 'delivery']",$,"{'address1': '218 Ave B', 'address2': '', 'address3': '', 'city': 'Bayonne', 'zip_code': '07002', 'country': 'US', 'state': 'NJ', 'display_address': ['218 Ave B', 'Bayonne, NJ 07002']}",+12015355333,(201) 535-5333,9812.16088238592
u-zjpM-TrS4GCZlHPFZmAw,tonys-beechhurst-deli-whitestone,Tony's Beechhurst Deli,https://s3-media1.fl.yelpcdn.com/bphoto/FsPImtK1iR0zBkWyj8J7Og/o.jpg,False,https://www.yelp.com/biz/tonys-beechhurst-deli-whitestone?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,186,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"{'latitude': 40.7917673014336, 'longitude': -73.8074826952133}",[],$$,"{'address1': '1118 154th St', 'address2': '', 'address3': '', 'city': 'Whitestone', 'zip_code': '11357', 'country': 'US', 'state': 'NY', 'display_address': ['1118 154th St', 'Whitestone, NY 11357']}",+17187678222,(718) 767-8222,18433.069032068037
uEjX8iic3W16rU3bRkCjyg,sal-kris-and-charlies-deli-astoria,"Sal, Kris, & Charlie's Deli",https://s3-media4.fl.yelpcdn.com/bphoto/j9Peg7MrmL1-HPx-2lXvBw/o.jpg,False,https://www.yelp.com/biz/sal-kris-and-charlies-deli-astoria?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,1107,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.773326878163, 'longitude': -73.9113807678223}",[],$,"{'address1': '33-12 23rd Ave', 'address2': '', 'address3': '', 'city': 'Astoria', 'zip_code': '11105', 'country': 'US', 'state': 'NY', 'display_address': ['33-12 23rd Ave', 'Astoria, NY 11105']}",+17182789240,(718) 278-9240,10284.478353140901
jnEv25Y2DosTq2sNnvmC9g,los-tacos-no-1-new-york,Los Tacos No.1,https://s3-media2.fl.yelpcdn.com/bphoto/FU44TYl3PzXsE06G4W5aog/o.jpg,False,https://www.yelp.com/biz/los-tacos-no-1-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,3025,"[{'alias': 'tacos', 'title': 'Tacos'}]",4.5,"{'latitude': 40.7425547, 'longitude': -74.0060838}",[],$,"{'address1': '75 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['75 9th Ave', 'New York, NY 10011']}",,,4244.358699250552
2UxAkvKkkWNwqZi9H0OzWw,dian-kitchen-new-york-2,Dian Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/DfW-37qca4Xb08wtK4_tsw/o.jpg,False,https://www.yelp.com/biz/dian-kitchen-new-york-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,227,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'noodles', 'title': 'Noodles'}]",5.0,"{'latitude': 40.72772, 'longitude': -73.98321}","['pickup', 'delivery']",$$,"{'address1': '435 E 9th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['435 E 9th St', 'New York, NY 10009']}",+16465909898,(646) 590-9898,2641.881386640543
CCBy_QYHbTtPrAKHS3pqHg,pita-palace-brooklyn,Pita Palace,https://s3-media1.fl.yelpcdn.com/bphoto/oZf-LDI-2hmzVkMRDJSdXg/o.jpg,False,https://www.yelp.com/biz/pita-palace-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,243,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'falafel', 'title': 'Falafel'}]",5.0,"{'latitude': 40.7172485, 'longitude': -73.9448511}",[],$,"{'address1': '413 Graham Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['413 Graham Ave', 'Brooklyn, NY 11211']}",+17183830550,(718) 383-0550,4369.092161976518
cYoK4HRXLFIMtS2xcLv3dg,second-street-bakery-jersey-city,Second Street Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/y_VhFncxcCfTZGv5WQoMAw/o.jpg,False,https://www.yelp.com/biz/second-street-bakery-jersey-city?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,206,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,"{'latitude': 40.72338, 'longitude': -74.05134}",['delivery'],$,"{'address1': '402 2nd St', 'address2': '', 'address3': '', 'city': 'Jersey City', 'zip_code': '07302', 'country': 'US', 'state': 'NJ', 'display_address': ['402 2nd St', 'Jersey City, NJ 07302']}",+12014201793,(201) 420-1793,5205.90953149191
pimuUR-TEHIjUla3S3jemQ,coffee-project-new-york-east-village-new-york,Coffee Project New York | East Village,https://s3-media4.fl.yelpcdn.com/bphoto/oTalWA2QqsoRD4RprV0tOg/o.jpg,False,https://www.yelp.com/biz/coffee-project-new-york-east-village-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,677,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,"{'latitude': 40.72699, 'longitude': -73.98922}",[],$$,"{'address1': '239 E 5th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['239 E 5th St', 'New York, NY 10003']}",+12122287888,(212) 228-7888,2440.897636446899
59hEst-eXa_psEtiZMLU6A,joes-italian-deli-bronx-3,Joe's Italian Deli,https://s3-media4.fl.yelpcdn.com/bphoto/Ko7VMNsNIeCWn1mGjtD_5Q/o.jpg,False,https://www.yelp.com/biz/joes-italian-deli-bronx-3?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,129,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'cheese', 'title': 'Cheese Shops'}]",5.0,"{'latitude': 40.8544073, 'longitude': -73.8848751}",['pickup'],$$,"{'address1': '685 E 187th St', 'address2': None, 'address3': '', 'city': 'Bronx', 'zip_code': '10458', 'country': 'US', 'state': 'NY', 'display_address': ['685 E 187th St', 'Bronx, NY 10458']}",+17183677979,(718) 367-7979,18970.508332097023
QQpQujXQGbZBK6BeAokzDA,pomp-and-circumstance-dining-williamsburg,Pomp & Circumstance Dining,https://s3-media3.fl.yelpcdn.com/bphoto/NA3v2kGTRF43YDeFwn8i6A/o.jpg,False,https://www.yelp.com/biz/pomp-and-circumstance-dining-williamsburg?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,70,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}]",5.0,"{'latitude': 40.714166, 'longitude': -73.949612}","['pickup', 'delivery']",$$,"{'address1': '577 Lorimer St', 'address2': '', 'address3': None, 'city': 'Williamsburg', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['577 Lorimer St', 'Williamsburg, NY 11211']}",+17183874861,(718) 387-4861,3889.525543827368
MmXZLVwWcYugi_TXSHmjeQ,sushi-by-bou-times-square-new-york,Sushi by Bou Times Square,https://s3-media1.fl.yelpcdn.com/bphoto/1KRei2z2WihJfoG_uV1bNQ/o.jpg,False,https://www.yelp.com/biz/sushi-by-bou-times-square-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,594,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.75851, 'longitude': -73.98322}",[],$$$,"{'address1': '132 W 47th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['132 W 47th St', 'New York, NY 10036']}",+19172687268,(917) 268-7268,5960.839179162947
rpzgv0Y6fIT6RcBsxFsrSg,paratha-wala-forest-hills-2,Paratha Wala,https://s3-media3.fl.yelpcdn.com/bphoto/a7WYP6cnfvtjfeb-1vLKYg/o.jpg,False,https://www.yelp.com/biz/paratha-wala-forest-hills-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,147,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'bangladeshi', 'title': 'Bangladeshi'}]",5.0,"{'latitude': 40.71044, 'longitude': -73.84942}","['delivery', 'restaurant_reservation']",,"{'address1': '103-09 Metropolitan Ave', 'address2': None, 'address3': '', 'city': 'Forest Hills', 'zip_code': '11375', 'country': 'US', 'state': 'NY', 'display_address': ['103-09 Metropolitan Ave', 'Forest Hills, NY 11375']}",+13475615319,(347) 561-5319,12223.932498492937
eIbKiQuExi12NcGeqMzQAw,babas-pierogies-brooklyn,Baba's Pierogies,https://s3-media1.fl.yelpcdn.com/bphoto/LpSQQDCxYapJWk065wJjCQ/o.jpg,False,https://www.yelp.com/biz/babas-pierogies-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GbDP3exFJ3vf-I_28atqbw,407,"[{'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'slovakian', 'title': 'Slovakian'}]",4.5,"{'latitude': 40.67687, 'longitude': -73.98633}","['pickup', 'delivery']",$$,"{'address1': '295 3rd Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['295 3rd Ave', 'Brooklyn, NY 11215']}",+17182220777,(718) 222-0777,3253.379374229705
