,id,alias,name,image_url,is_claimed,is_closed,url,phone,display_phone,review_count,categories,rating,location,coordinates,photos,price,hours,transactions,special_hours,
32,hQi65mLhi04RZqhuRLmkXg,regular-visitors-brooklyn,Regular Visitors,https://s3-media4.fl.yelpcdn.com/bphoto/L6TJtxY6X2ZR9KLylVWFtQ/o.jpg,FALSE,TRUE,https://www.yelp.com/biz/regular-visitors-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,16467660484,(646) 766-0484,35,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'souvenirs', 'title': 'Souvenir Shops'}]",4,"{'address1': '149 Smith St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['149 Smith St', 'Brooklyn, NY 11201'], 'cross_streets': 'Wyckoff St & Bergen St'}","{'latitude': 40.68655, 'longitude': -73.990356}","['https://s3-media4.fl.yelpcdn.com/bphoto/L6TJtxY6X2ZR9KLylVWFtQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/5T-MQLSV3Tha4uU-eFsJuw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/YH67xNwtq839LEoYYHqWDw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
33,-8DN9JN07jLnDEPi19cSzw,building-on-bond-brooklyn,Building on Bond,https://s3-media3.fl.yelpcdn.com/bphoto/3ev33tEYunL68GXYxdATZg/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/building-on-bond-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,13478538687,(347) 853-8687,427,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",3.5,"{'address1': '112 Bond St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11217', 'country': 'US', 'state': 'NY', 'display_address': ['112 Bond St', 'Brooklyn, NY 11217'], 'cross_streets': 'Dean St & Atlantic Ave'}","{'latitude': 40.686466067969, 'longitude': -73.985258116561}","['https://s3-media3.fl.yelpcdn.com/bphoto/3ev33tEYunL68GXYxdATZg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/nhIBOTibT3EVnImXePRPmQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/HvA4Ihvxoogx_8r17-2oXQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0700', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '0700', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
34,FxZNZR4x8X1LpeVDVR0A6g,hanshik-korean-cuisine-new-york,Hanshik Korean Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/JjmQ-nSfXMGx-sAe-aS3sA/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/hanshik-korean-cuisine-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,16464845130,(646) 484-5130,18,"[{'alias': 'korean', 'title': 'Korean'}]",4.5,"{'address1': '199 8th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['199 8th Ave', 'New York, NY 10011'], 'cross_streets': '21st St & 20th St'}","{'latitude': 40.74359167, 'longitude': -74.00004167}","['https://s3-media3.fl.yelpcdn.com/bphoto/JjmQ-nSfXMGx-sAe-aS3sA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/-949VueW31o_P2xn_Vw17Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/x6DDTuhKPYDbByxCuSxdPg/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '1600', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '1600', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['delivery', 'pickup']",,
35,BOz0qTUMtAfljd3Vn1rerQ,pado-new-york,Pado,https://s3-media3.fl.yelpcdn.com/bphoto/eY3rGYjfV6Ps6uEittZv6A/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/pado-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,16464766101,(646) 476-6101,322,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'address1': '199 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['199 2nd Ave', 'New York, NY 10003'], 'cross_streets': '13th St & 12th St'}","{'latitude': 40.7314, 'longitude': -73.98589}","['https://s3-media3.fl.yelpcdn.com/bphoto/eY3rGYjfV6Ps6uEittZv6A/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/YIzEd0pycN54-lTXWOb7BQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/zULIRqL3BW5y3qb0_3uCnA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1300', 'end': '2115', 'day': 1}, {'is_overnight': False, 'start': '1300', 'end': '2115', 'day': 2}, {'is_overnight': False, 'start': '1300', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1300', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1300', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1300', 'end': '2115', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
36,VhN7u8-4c1QtPlNuA_HocA,elizas-local-new-york-2,Eliza's Local,https://s3-media2.fl.yelpcdn.com/bphoto/M7EcjlsYfqHOLXf-ZfS4Fg/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/elizas-local-new-york-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12122039931,(212) 203-9931,78,"[{'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'address1': '2 St Marks Pl', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['2 St Marks Pl', 'New York, NY 10003'], 'cross_streets': 'Cooper Sq & Astor Pl'}","{'latitude': 40.72929, 'longitude': -73.98965}","['https://s3-media2.fl.yelpcdn.com/bphoto/M7EcjlsYfqHOLXf-ZfS4Fg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/LrLgEopxQT_vVrYW-8xJsw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/WlwDBPYmirSwpN7XPEoUNw/o.jpg']",$$,,[],,
37,P4hm-IKNMbBbtfWSvPf25A,the-meatball-shop-new-york,The Meatball Shop,https://s3-media1.fl.yelpcdn.com/bphoto/YK77IxKwSeRlxBFlqcqIUw/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/the-meatball-shop-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12129828895,(212) 982-8895,2723,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}]",4,"{'address1': '84 Stanton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['84 Stanton St', 'New York, NY 10002'], 'cross_streets': 'Allen St & Orchard St'}","{'latitude': 40.721651, 'longitude': -73.988746}","['https://s3-media1.fl.yelpcdn.com/bphoto/YK77IxKwSeRlxBFlqcqIUw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/JJmQzg31A5FnX08iI1F9HA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/hxb38DdlriB_HAi617YT7A/o.jpg']",$$,"[{'open': [{'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 0}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 1}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 2}, {'is_overnight': True, 'start': '1700', 'end': '0100', 'day': 3}, {'is_overnight': True, 'start': '1700', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1130', 'end': '0200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
38,3omBIylGFJugwLgNgUgOXw,barbacon-hells-kitchen-new-york-2,BarBacon Hell's Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/cSdUHXGUYqeIUrzbwC_mVQ/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/barbacon-hells-kitchen-new-york-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,16463620622,(646) 362-0622,1184,"[{'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'tacos', 'title': 'Tacos'}]",4,"{'address1': '836 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['836 9th Ave', 'New York, NY 10019'], 'cross_streets': '55th St & 54th St'}","{'latitude': 40.76633, 'longitude': -73.98666}","['https://s3-media3.fl.yelpcdn.com/bphoto/cSdUHXGUYqeIUrzbwC_mVQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/6-_ZjX0POz84Ij_svkldLg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ZHrRTNqrYoPTfHbrAEHgwg/o.jpg']",$$,"[{'open': [{'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1200', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 4}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 5}, {'is_overnight': True, 'start': '1100', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
39,iM3zYjjmnJ06VVmxvTo9eQ,nitecap-new-york,Nitecap,https://s3-media1.fl.yelpcdn.com/bphoto/ebbPQuhqhshVZXPynSJfIw/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/nitecap-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,,,340,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4,"{'address1': '151 Rivington St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['151 Rivington St', 'New York, NY 10002'], 'cross_streets': 'Clinton St & Suffolk St'}","{'latitude': 40.719125, 'longitude': -73.985732}","['https://s3-media1.fl.yelpcdn.com/bphoto/ebbPQuhqhshVZXPynSJfIw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/jywMYItDVba1CdDkCwDg4A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/F58jsYr4UnFm0JY9b5fdWg/o.jpg']",$$,"[{'open': [{'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 0}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 1}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 2}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 3}, {'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 4}, {'is_overnight': True, 'start': '1800', 'end': '0300', 'day': 5}, {'is_overnight': True, 'start': '1800', 'end': '0200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
40,L3HDotnnzGKZfoy62kZAkg,camperdown-elm-brooklyn,Camperdown Elm,https://s3-media1.fl.yelpcdn.com/bphoto/XpUufZ0CjbzNNpW807mRkQ/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/camperdown-elm-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,13472944786,(347) 294-4786,113,"[{'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'address1': '441 7th Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11215', 'country': 'US', 'state': 'NY', 'display_address': ['441 7th Ave', 'Brooklyn, NY 11215'], 'cross_streets': '6th Ave & 16th St'}","{'latitude': 40.663159, 'longitude': -73.984504}","['https://s3-media1.fl.yelpcdn.com/bphoto/XpUufZ0CjbzNNpW807mRkQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/sRg1RLn4_VdIVTZ3zk7hWQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/Ms2Xf8UYgG5d4JbUx9GaOQ/o.jpg']",$$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",[],,
41,NH-5cniqVsAZQPOxhZ8IgQ,hu-kitchen-new-york,Hu Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/mO14VxIohwkp_aoj2AG_HQ/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/hu-kitchen-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12125108919,(212) 510-8919,959,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",3.5,"{'address1': '78 5th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['78 5th Ave', 'New York, NY 10011'], 'cross_streets': '13th St & 16th St'}","{'latitude': 40.735823, 'longitude': -73.994185}","['https://s3-media2.fl.yelpcdn.com/bphoto/FB8Y3JMOs2lHBEGYScUQVA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/XeYk3QHCKPaJc2DzMxEGpA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/kUtm-of88xJCOBLH-Qv1Qw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0730', 'end': '2130', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '2130', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '2130', 'day': 2}, {'is_overnight': False, 'start': '0730', 'end': '2130', 'day': 3}, {'is_overnight': False, 'start': '0730', 'end': '2130', 'day': 4}, {'is_overnight': False, 'start': '0930', 'end': '2030', 'day': 5}, {'is_overnight': False, 'start': '0930', 'end': '2030', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]","['pickup', 'delivery']",,
42,HMfn4Kkemo8ComDsAVp6Ag,the-west-end-new-york-3,The West End,https://s3-media4.fl.yelpcdn.com/bphoto/kf1ojiRSf0j8HftY1sGdPQ/o.jpg,TRUE,FALSE,https://www.yelp.com/biz/the-west-end-new-york-3?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12125314759,(212) 531-4759,78,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",3.5,"{'address1': '955 W End Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['955 W End Ave', 'New York, NY 10025'], 'cross_streets': '106th St & 107th St'}","{'latitude': 40.8019575, 'longitude': -73.9685651}","['https://s3-media4.fl.yelpcdn.com/bphoto/kf1ojiRSf0j8HftY1sGdPQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/FrkF58FSrC1SpbbBx0nw7w/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/2DFIzcQxLTZLWoGxzBgyaw/o.jpg']",$$,"[{'open': [{'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '1600', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '1200', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['delivery', 'pickup']",,
43,s5j_749h_250VZY2NXQC1Q,old-johns-luncheonette-new-york-2,Old John's Luncheonette,https://s3-media2.fl.yelpcdn.com/bphoto/x4SrWqfbYPxk6JA3_2weQA/o.jpg,FALSE,TRUE,https://www.yelp.com/biz/old-johns-luncheonette-new-york-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12128742700,(212) 874-2700,114,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'diners', 'title': 'Diners'}]",3.5,"{'address1': '148 W 67th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['148 W 67th St', 'New York, NY 10023'], 'cross_streets': 'Broadway & Amsterdam Ave'}","{'latitude': 40.7751442740886, 'longitude': -73.983650655047}","['https://s3-media2.fl.yelpcdn.com/bphoto/x4SrWqfbYPxk6JA3_2weQA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/r7qNMtcJDIbZgtuqCpaOOw/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/5AnQeO4k5zAokOa3JHtQeQ/o.jpg']",$$,,"['pickup', 'delivery']",,
44,N89S_tZX8qYDho5JYR6hbQ,egg-brooklyn-2,Egg,https://s3-media3.fl.yelpcdn.com/bphoto/u2h2dp_4DgvRfgRktOiNYQ/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/egg-brooklyn-2?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,17183025151,(718) 302-5151,414,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,"{'address1': '109 N 3rd St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['109 N 3rd St', 'Brooklyn, NY 11211'], 'cross_streets': 'Wythe Ave & Bedford Ave'}","{'latitude': 40.716753, 'longitude': -73.961681}","['https://s3-media3.fl.yelpcdn.com/bphoto/u2h2dp_4DgvRfgRktOiNYQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/N-brVMmpSaCdgSC8_qa2Ow/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/yX8w9IvUiqCipnZqQt0F-Q/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1700', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1700', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],,
45,VKAK_q8S0qVar0Aq9JoV_g,samesa-brooklyn,Samesa,https://s3-media2.fl.yelpcdn.com/bphoto/XJ5jFqen9x-IKJOSNvDz_g/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/samesa-brooklyn?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,17185991154,(718) 599-1154,86,"[{'alias': 'eventplanning', 'title': 'Party & Event Planning'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4,"{'address1': '495 Lorimer St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11211', 'country': 'US', 'state': 'NY', 'display_address': ['495 Lorimer St', 'Brooklyn, NY 11211'], 'cross_streets': 'Powers St & Grand St'}","{'latitude': 40.7116966247559, 'longitude': -73.9492492675781}","['https://s3-media2.fl.yelpcdn.com/bphoto/XJ5jFqen9x-IKJOSNvDz_g/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/pfuodX6c8AP-OA_z1zGQ_Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/U1IiTF_Px0NrPb6AAvncKQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1800', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1800', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1800', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1800', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1800', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1800', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1800', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]","['pickup', 'delivery']",,
46,BUKGCWSW8YM_e_8AP9rhbQ,vickys-diner-new-york,Vicky's Diner,https://s3-media2.fl.yelpcdn.com/bphoto/5ijwL5OWf42LLDKdtjGLng/o.jpg,TRUE,TRUE,https://www.yelp.com/biz/vickys-diner-new-york?adjust_creative=GbDP3exFJ3vf-I_28atqbw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=GbDP3exFJ3vf-I_28atqbw,12129278458,(212) 927-8458,104,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",3.5,"{'address1': '805 W 187th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10033', 'country': 'US', 'state': 'NY', 'display_address': ['805 W 187th St', 'New York, NY 10033'], 'cross_streets': 'Pinehurst Ave & Fort Washington Ave'}","{'latitude': 40.8553037388342, 'longitude': -73.9371613500442}","['https://s3-media2.fl.yelpcdn.com/bphoto/5ijwL5OWf42LLDKdtjGLng/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/EccIa1fTP2dF2zWiEB_B5w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/3_1Ri2TVy0XFXRaSIjCTZg/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2030', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2030', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2030', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2030', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2030', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",[],"[{'date': '2020-12-25', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}, {'date': '2020-12-26', 'is_closed': True, 'start': None, 'end': None, 'is_overnight': None}]",
