X1,X2,edges
-Jhlh8Scjy669NdtCfKSSg,hP2DOm7E2H4P7MOS7XN_SQ,8
-Jhlh8Scjy669NdtCfKSSg,iO86eCaZJBHqi1sZ1ELk6A,1
-Jhlh8Scjy669NdtCfKSSg,jK8PNNtv4RI6m-xd-tGjPQ,1
-Jhlh8Scjy669NdtCfKSSg,jKxES7iLV63H_PfyGVGIDw,1
-Jhlh8Scjy669NdtCfKSSg,jeTfL2kCyBtmFGSrSQHqVw,2
-Jhlh8Scjy669NdtCfKSSg,k6m3Msok7bto6biv5guEzg,1
-Jhlh8Scjy669NdtCfKSSg,kNtToQSP_Y5U8tznLXuCaw,2
-Jhlh8Scjy669NdtCfKSSg,kUICYu0N_TbtCz0Z8ynPFw,1
-Jhlh8Scjy669NdtCfKSSg,kyXEnWKQGWSThY6EcjORuw,1
-Jhlh8Scjy669NdtCfKSSg,l4x5FFzfiCFrGN0S-uZbBQ,6
-Jhlh8Scjy669NdtCfKSSg,lWmDrnqgU6w3gFaJyn_1Uw,3
-Jhlh8Scjy669NdtCfKSSg,m6nLTIrEJHtHSYJjVavnzw,5
-Jhlh8Scjy669NdtCfKSSg,mZJdFjxvVddqPN5RZdKSHg,1
-Jhlh8Scjy669NdtCfKSSg,o5Mofj5KJkYAMs_fhxftpg,3
-Jhlh8Scjy669NdtCfKSSg,pMiz7SP82Tknv1NbVqoSfg,4
-Jhlh8Scjy669NdtCfKSSg,qaS11gk1kIlrzCX1LYiZsw,1
-Jhlh8Scjy669NdtCfKSSg,sYf2auhosrx8trbyP9nGyw,1
-Jhlh8Scjy669NdtCfKSSg,t952QLgrh-5l1woJ4IFgUA,1
-Jhlh8Scjy669NdtCfKSSg,t_yiQnxUDdPPCN2z4QyezA,4
-Jhlh8Scjy669NdtCfKSSg,tjflM9icU-y6xqNntOXtOQ,2
-Jhlh8Scjy669NdtCfKSSg,tqxS-gA5zhBvdI5lk7kDGg,3
-Jhlh8Scjy669NdtCfKSSg,u7jiuYiz-zVwsh0TGRHUIg,2
-Jhlh8Scjy669NdtCfKSSg,u8C8pRvaHXg3PgDrsUHJHQ,2
-Jhlh8Scjy669NdtCfKSSg,uGxZdLLgMQDvFSqiXyCg_w,2
-Jhlh8Scjy669NdtCfKSSg,u_MdwAj7eGenc0YhqQy6nA,1
-Jhlh8Scjy669NdtCfKSSg,vsoEZauF4lrADIqCYXySFQ,1
-Jhlh8Scjy669NdtCfKSSg,w2xwgqHM7dJlHfyu4ouhBg,2
-Jhlh8Scjy669NdtCfKSSg,wCB9mquz6W0ZuO5pPZXeDg,1
-Jhlh8Scjy669NdtCfKSSg,wRJQdkMCbvIj269WjXtuyQ,2
-Jhlh8Scjy669NdtCfKSSg,xE4WM5ZvtBkFnojFUTQfqg,1
-Jhlh8Scjy669NdtCfKSSg,xWGn7oqLOZu_00H8pZOtsQ,1
-Jhlh8Scjy669NdtCfKSSg,zswdqM8Av3KxVv9o7_6ORA,1
-LfTBo0oa_uD454ScEW2XA,0-WocGTpO3Zm4q1Zzz49Rw,1
-LfTBo0oa_uD454ScEW2XA,0FrYsoVHheQGoXEQsH2d2Q,1
-LfTBo0oa_uD454ScEW2XA,7B-suS0RHxqxZBBfVfiPLA,1
-LfTBo0oa_uD454ScEW2XA,D6SCh4BwNb52wZIqXdS4JQ,2
-LfTBo0oa_uD454ScEW2XA,F1qPjasn0R6-j8sa6iYNmA,1
-LfTBo0oa_uD454ScEW2XA,K2lscpx0S9wpqNz0s9AIwQ,1
-LfTBo0oa_uD454ScEW2XA,L2c-qKZWumCmOCR-dqBLrg,1
-LfTBo0oa_uD454ScEW2XA,ODURDhURWmZr6b--O4nt3w,1
-LfTBo0oa_uD454ScEW2XA,RnGG5bAz4nTPo_Ui99Kzbg,1
-LfTBo0oa_uD454ScEW2XA,S_9OaE_RBWBIXnUKvxJKsQ,1
-LfTBo0oa_uD454ScEW2XA,Sp32-I-Ej0CBVJvFCghyPw,1
-LfTBo0oa_uD454ScEW2XA,TEXUVhF-G_v2Sxwqti8HQA,1
-LfTBo0oa_uD454ScEW2XA,_a6jhRFIgOe74U73T5B-Ww,1
-LfTBo0oa_uD454ScEW2XA,c2uAqJ2REpLMCZO2jxdi9w,1
-LfTBo0oa_uD454ScEW2XA,dIZcPB3CtNjMn4O_p8QFxw,1
-LfTBo0oa_uD454ScEW2XA,dn9lwYUxmhs_mLKPu7L25Q,1
-LfTBo0oa_uD454ScEW2XA,e0prCZXtHGQIKeQ_wTW3uw,1
-LfTBo0oa_uD454ScEW2XA,hP2DOm7E2H4P7MOS7XN_SQ,1
-LfTBo0oa_uD454ScEW2XA,th4pZ5LkoIIkb1Vmu_m2DA,2
-LfTBo0oa_uD454ScEW2XA,w2xwgqHM7dJlHfyu4ouhBg,1
-LfTBo0oa_uD454ScEW2XA,wsuzuLD3KV7L8oMinLCI0A,1
-LfTBo0oa_uD454ScEW2XA,xWGn7oqLOZu_00H8pZOtsQ,1
-LfTBo0oa_uD454ScEW2XA,yE4k_CM9L0yPVVozyELfSQ,1
-S1BkxguVmi2G_O6Bcoabg,-fiUXzkxRfbHY9TKWwuptw,2
-S1BkxguVmi2G_O6Bcoabg,0FrYsoVHheQGoXEQsH2d2Q,1
-S1BkxguVmi2G_O6Bcoabg,3B74iILT_W1ptfQeW7pIYQ,1
-S1BkxguVmi2G_O6Bcoabg,3G_bblT7MQIlXx8BBorILQ,1
-S1BkxguVmi2G_O6Bcoabg,4SGa5HFu7Q4rrsAAWJa-ew,1
-S1BkxguVmi2G_O6Bcoabg,4cPM1Hcj3UiN3fxyOsiR9w,1
-S1BkxguVmi2G_O6Bcoabg,5bTjUBhGbild5tuzfAmIJg,1
-S1BkxguVmi2G_O6Bcoabg,5jXwI9WpDxGDmzmkmE0RTg,1
-S1BkxguVmi2G_O6Bcoabg,5uvf3QpmrdU2aiqmF4278A,1
-S1BkxguVmi2G_O6Bcoabg,6d82R41sVNDVS0I-c1Ghkg,2
-S1BkxguVmi2G_O6Bcoabg,6o6XxnI8RWhnAVSdxqCJWQ,1
-S1BkxguVmi2G_O6Bcoabg,8ed4YmEWPr5nfau82-OtCA,1
-S1BkxguVmi2G_O6Bcoabg,9V4AGrJphOIw2RC1UoPPRw,2
-S1BkxguVmi2G_O6Bcoabg,B2N_XO6fX0ILL9c50QuzHg,1
-S1BkxguVmi2G_O6Bcoabg,C3d4HqDjWq9e_0cPfmPykg,4
-S1BkxguVmi2G_O6Bcoabg,D6SCh4BwNb52wZIqXdS4JQ,1
-S1BkxguVmi2G_O6Bcoabg,EYmj4QlhqgrsMXnLeGLu3Q,1
-S1BkxguVmi2G_O6Bcoabg,F1qPjasn0R6-j8sa6iYNmA,1
-S1BkxguVmi2G_O6Bcoabg,FM-rxNJP7eSXZGwizEd-Dg,1
-S1BkxguVmi2G_O6Bcoabg,Frbldz6phswVyMNvwherhA,1
-S1BkxguVmi2G_O6Bcoabg,Gvox18F9QxsSS9qG2O8E-A,1
-S1BkxguVmi2G_O6Bcoabg,JbWQtVLQDEOBlvbVWk2OFg,2
-S1BkxguVmi2G_O6Bcoabg,JbnNk6do3aHF3Kr1bX4HzQ,1
-S1BkxguVmi2G_O6Bcoabg,L2c-qKZWumCmOCR-dqBLrg,2
-S1BkxguVmi2G_O6Bcoabg,MRE5_phUbPZFcNOsBjIUyQ,1
-S1BkxguVmi2G_O6Bcoabg,NSzhahVpI_B32snhJHM0HA,1
-S1BkxguVmi2G_O6Bcoabg,NpNSOfnPxJKa8_qh83NArw,1
-S1BkxguVmi2G_O6Bcoabg,PiD4hteskHnFC4GowN34cw,2
-S1BkxguVmi2G_O6Bcoabg,PmVxbit6HDDsEUS-j9aDfg,3
-S1BkxguVmi2G_O6Bcoabg,QayRAyqw0tvQR27rqLxPFQ,1
-S1BkxguVmi2G_O6Bcoabg,RQxLNvAra_MUUPHdhukilA,1
-S1BkxguVmi2G_O6Bcoabg,RnGG5bAz4nTPo_Ui99Kzbg,2
-S1BkxguVmi2G_O6Bcoabg,S7TY9oCMqK-TffWrygetcw,1
-S1BkxguVmi2G_O6Bcoabg,SCxtzXcvyk1hygdmOZqd1A,1
-S1BkxguVmi2G_O6Bcoabg,S_9OaE_RBWBIXnUKvxJKsQ,1
-S1BkxguVmi2G_O6Bcoabg,SgG5E7PUrCIsEMP0BVSlTg,1
-S1BkxguVmi2G_O6Bcoabg,SvxSoyZn0WW0c7bFLIYfMA,1
-S1BkxguVmi2G_O6Bcoabg,TEXUVhF-G_v2Sxwqti8HQA,1
-S1BkxguVmi2G_O6Bcoabg,VIJ2KiDKhUVhhpNylEIfog,2
-S1BkxguVmi2G_O6Bcoabg,XbHxWOciYlBhJOjKRQbo9g,2
-S1BkxguVmi2G_O6Bcoabg,ZyOgY-z9sHdHp8_FDoQAJg,3
-S1BkxguVmi2G_O6Bcoabg,aELkI0mfF1EbQo_m44vEKg,1
-S1BkxguVmi2G_O6Bcoabg,bkh5o6bCzDCovSkRYBsU1w,1
-S1BkxguVmi2G_O6Bcoabg,c9PkUjunOI49r9oO4ZJcmQ,1
-S1BkxguVmi2G_O6Bcoabg,dIZcPB3CtNjMn4O_p8QFxw,2
-S1BkxguVmi2G_O6Bcoabg,d_Wm9CpzIo_0T-XLfq1UcA,2
-S1BkxguVmi2G_O6Bcoabg,dn9lwYUxmhs_mLKPu7L25Q,1
-S1BkxguVmi2G_O6Bcoabg,eJtmOfqwGj5sYKQrB01oWQ,5
-S1BkxguVmi2G_O6Bcoabg,gOMc2QcDaMIOkIVTShqoYA,1
-S1BkxguVmi2G_O6Bcoabg,hP2DOm7E2H4P7MOS7XN_SQ,1
-S1BkxguVmi2G_O6Bcoabg,i1YpfdZTpLj8TrKm9HlCig,1
-S1BkxguVmi2G_O6Bcoabg,iLxG2Oo8HNSZFvJvba4W6g,2
-S1BkxguVmi2G_O6Bcoabg,iO86eCaZJBHqi1sZ1ELk6A,1
-S1BkxguVmi2G_O6Bcoabg,k6m3Msok7bto6biv5guEzg,2
-S1BkxguVmi2G_O6Bcoabg,kNtToQSP_Y5U8tznLXuCaw,2
-S1BkxguVmi2G_O6Bcoabg,lWmDrnqgU6w3gFaJyn_1Uw,2
-S1BkxguVmi2G_O6Bcoabg,m6nLTIrEJHtHSYJjVavnzw,1
-S1BkxguVmi2G_O6Bcoabg,nG59soBP2SaQ25rf2n-0bA,1
-S1BkxguVmi2G_O6Bcoabg,njngMI0mhAGJ-kH0oo68Ow,1
-S1BkxguVmi2G_O6Bcoabg,oK9mdYF8q0XSkhpKs8ChHg,1
-S1BkxguVmi2G_O6Bcoabg,pMiz7SP82Tknv1NbVqoSfg,3
-S1BkxguVmi2G_O6Bcoabg,qaS11gk1kIlrzCX1LYiZsw,1
-S1BkxguVmi2G_O6Bcoabg,r_QcMIgY2zxdcV40kK_rxw,1
-S1BkxguVmi2G_O6Bcoabg,t952QLgrh-5l1woJ4IFgUA,1
-S1BkxguVmi2G_O6Bcoabg,t_yiQnxUDdPPCN2z4QyezA,1
-S1BkxguVmi2G_O6Bcoabg,th4pZ5LkoIIkb1Vmu_m2DA,2
-S1BkxguVmi2G_O6Bcoabg,tqxS-gA5zhBvdI5lk7kDGg,1
-S1BkxguVmi2G_O6Bcoabg,u8C8pRvaHXg3PgDrsUHJHQ,2
-S1BkxguVmi2G_O6Bcoabg,wsuzuLD3KV7L8oMinLCI0A,4
-S1BkxguVmi2G_O6Bcoabg,xWGn7oqLOZu_00H8pZOtsQ,1
-S1BkxguVmi2G_O6Bcoabg,xeN57OX3lJfY96nfEx63fg,1
-S1BkxguVmi2G_O6Bcoabg,y2V42mxWvVoH4NvUT_n8eg,2
-XH3-e3jDVdjHJq7GfNY7w,-zEpEmDfFQL-ph0N3BDlXA,2
-XH3-e3jDVdjHJq7GfNY7w,1qQ5VkxiBUjbGGdpBN-PUQ,1
-XH3-e3jDVdjHJq7GfNY7w,5CSGxhesXkz2XNQB8AP6Kw,1
-XH3-e3jDVdjHJq7GfNY7w,5_cn7M-9swHrFbnqZtYGBQ,1
-XH3-e3jDVdjHJq7GfNY7w,9V4AGrJphOIw2RC1UoPPRw,1
-XH3-e3jDVdjHJq7GfNY7w,BkqM_Ou82P3gn_PTxEN3pw,1
-XH3-e3jDVdjHJq7GfNY7w,CKqHfvcqx73-Uz0xGMHL6Q,1
-XH3-e3jDVdjHJq7GfNY7w,EVkytEhlC1nswqmgrHdviw,1
-XH3-e3jDVdjHJq7GfNY7w,F1qPjasn0R6-j8sa6iYNmA,1
-XH3-e3jDVdjHJq7GfNY7w,K2lscpx0S9wpqNz0s9AIwQ,1
-XH3-e3jDVdjHJq7GfNY7w,Kws-gPJjF4RxLxJE_2BjKQ,1
-XH3-e3jDVdjHJq7GfNY7w,NEVA0IYbawceL6kz5v5DAw,1
-XH3-e3jDVdjHJq7GfNY7w,OyBStpjF5e_iRCMXflFasQ,1
-XH3-e3jDVdjHJq7GfNY7w,SUktrYdNQD8k2vvkM4OpfA,1
-XH3-e3jDVdjHJq7GfNY7w,S_9OaE_RBWBIXnUKvxJKsQ,1
-XH3-e3jDVdjHJq7GfNY7w,Sp32-I-Ej0CBVJvFCghyPw,1
-XH3-e3jDVdjHJq7GfNY7w,SvxSoyZn0WW0c7bFLIYfMA,1
-XH3-e3jDVdjHJq7GfNY7w,VuMgSpUJ9ONgSkddjM4JqQ,1
-XH3-e3jDVdjHJq7GfNY7w,a39B-BfbCipNkNH7vwCfug,1
-XH3-e3jDVdjHJq7GfNY7w,dIZcPB3CtNjMn4O_p8QFxw,1
-XH3-e3jDVdjHJq7GfNY7w,dtKy808TwAgtOcwSCbXFJw,1
-XH3-e3jDVdjHJq7GfNY7w,gnqHyA6gY2-m9S-FKt6Xqw,1
-XH3-e3jDVdjHJq7GfNY7w,hP2DOm7E2H4P7MOS7XN_SQ,1
-XH3-e3jDVdjHJq7GfNY7w,jK8PNNtv4RI6m-xd-tGjPQ,1
-XH3-e3jDVdjHJq7GfNY7w,jKxES7iLV63H_PfyGVGIDw,1
-XH3-e3jDVdjHJq7GfNY7w,kNtToQSP_Y5U8tznLXuCaw,1
-XH3-e3jDVdjHJq7GfNY7w,l4x5FFzfiCFrGN0S-uZbBQ,1
-XH3-e3jDVdjHJq7GfNY7w,lWmDrnqgU6w3gFaJyn_1Uw,1
-XH3-e3jDVdjHJq7GfNY7w,m6nLTIrEJHtHSYJjVavnzw,2
-XH3-e3jDVdjHJq7GfNY7w,njngMI0mhAGJ-kH0oo68Ow,1
-XH3-e3jDVdjHJq7GfNY7w,o5Mofj5KJkYAMs_fhxftpg,1
-XH3-e3jDVdjHJq7GfNY7w,oD1PPb-TfMIkkg77u1zCAw,1
-XH3-e3jDVdjHJq7GfNY7w,tQaIWc9qeiB1IU163LKlAw,1
-XH3-e3jDVdjHJq7GfNY7w,t_yiQnxUDdPPCN2z4QyezA,2
-XH3-e3jDVdjHJq7GfNY7w,u8C8pRvaHXg3PgDrsUHJHQ,1
-XH3-e3jDVdjHJq7GfNY7w,uvVOuCbo4_5z_J5WJVG4QQ,1
-XH3-e3jDVdjHJq7GfNY7w,w2xwgqHM7dJlHfyu4ouhBg,1
-XH3-e3jDVdjHJq7GfNY7w,xD6Q0UFxO8uE4bdaBDIMlA,1
-XH3-e3jDVdjHJq7GfNY7w,xWGn7oqLOZu_00H8pZOtsQ,1
-XH3-e3jDVdjHJq7GfNY7w,y2V42mxWvVoH4NvUT_n8eg,1
-XH3-e3jDVdjHJq7GfNY7w,zp3rZNu-5qonTL3ByPYOUg,1
-XH3-e3jDVdjHJq7GfNY7w,zswdqM8Av3KxVv9o7_6ORA,1
-fiUXzkxRfbHY9TKWwuptw,-zEpEmDfFQL-ph0N3BDlXA,20
-fiUXzkxRfbHY9TKWwuptw,0-WocGTpO3Zm4q1Zzz49Rw,4
-fiUXzkxRfbHY9TKWwuptw,0FrYsoVHheQGoXEQsH2d2Q,7
-fiUXzkxRfbHY9TKWwuptw,0aA5l11oXes0aS6mkN5lMQ,3
