X1,X2,edges
-A4suUjxa7gNaiUMDjO42g,FsnwQwatA43aeGhJlxQ_Kg,1
-A4suUjxa7gNaiUMDjO42g,Gvox18F9QxsSS9qG2O8E-A,1
-A4suUjxa7gNaiUMDjO42g,HbK6IfznbVToEaKVC0WcSg,1
-A4suUjxa7gNaiUMDjO42g,HvRWUE3yP3mY4mZiG6UtJg,1
-A4suUjxa7gNaiUMDjO42g,JCnFvoh7lU8PF_Yhh8bgOw,1
-A4suUjxa7gNaiUMDjO42g,JoHDOuZ1BnFi63PgC_zYeQ,1
-A4suUjxa7gNaiUMDjO42g,K2lscpx0S9wpqNz0s9AIwQ,1
-A4suUjxa7gNaiUMDjO42g,L2c-qKZWumCmOCR-dqBLrg,1
-A4suUjxa7gNaiUMDjO42g,LyGab6ITDEMDI5E0YcC0Ng,1
-A4suUjxa7gNaiUMDjO42g,NEVA0IYbawceL6kz5v5DAw,1
-A4suUjxa7gNaiUMDjO42g,NPpttQPnIbzezRMURx973g,1
-A4suUjxa7gNaiUMDjO42g,NSzhahVpI_B32snhJHM0HA,1
-A4suUjxa7gNaiUMDjO42g,O3zVw-VAcJi8ta4B6v5iAA,1
-A4suUjxa7gNaiUMDjO42g,ODURDhURWmZr6b--O4nt3w,1
-A4suUjxa7gNaiUMDjO42g,PmVxbit6HDDsEUS-j9aDfg,1
-A4suUjxa7gNaiUMDjO42g,R32Yh0XxxanldkIp11fuRg,1
-A4suUjxa7gNaiUMDjO42g,RQxLNvAra_MUUPHdhukilA,1
-A4suUjxa7gNaiUMDjO42g,RnGG5bAz4nTPo_Ui99Kzbg,1
-A4suUjxa7gNaiUMDjO42g,S_9OaE_RBWBIXnUKvxJKsQ,1
-A4suUjxa7gNaiUMDjO42g,SgG5E7PUrCIsEMP0BVSlTg,1
-A4suUjxa7gNaiUMDjO42g,TEXUVhF-G_v2Sxwqti8HQA,1
-A4suUjxa7gNaiUMDjO42g,U8VXQaeog9wb_Y6hCkfitg,1
-A4suUjxa7gNaiUMDjO42g,VIJ2KiDKhUVhhpNylEIfog,1
-A4suUjxa7gNaiUMDjO42g,X57f6FWZiwI1wOidPPhOrQ,1
-A4suUjxa7gNaiUMDjO42g,XbHxWOciYlBhJOjKRQbo9g,1
-A4suUjxa7gNaiUMDjO42g,XiJG_I82LssFbGDIMsHYvQ,1
-A4suUjxa7gNaiUMDjO42g,YERn2kltXVj9936i6T4Q8w,1
-A4suUjxa7gNaiUMDjO42g,ZcR6MePiNSwL7DIHS6hGqQ,1
-A4suUjxa7gNaiUMDjO42g,ZyOgY-z9sHdHp8_FDoQAJg,1
-A4suUjxa7gNaiUMDjO42g,boIILzBqhjWhq4G0BsB5_A,1
-A4suUjxa7gNaiUMDjO42g,dIZcPB3CtNjMn4O_p8QFxw,1
-A4suUjxa7gNaiUMDjO42g,d_Wm9CpzIo_0T-XLfq1UcA,1
-A4suUjxa7gNaiUMDjO42g,dn9lwYUxmhs_mLKPu7L25Q,1
-A4suUjxa7gNaiUMDjO42g,dtKy808TwAgtOcwSCbXFJw,1
-A4suUjxa7gNaiUMDjO42g,g5Lv61xQ_lTD2dU9QIJfeg,1
-A4suUjxa7gNaiUMDjO42g,gEJZ5USuvC1r8_QvSvDCNA,1
-A4suUjxa7gNaiUMDjO42g,hP2DOm7E2H4P7MOS7XN_SQ,1
-A4suUjxa7gNaiUMDjO42g,iLxG2Oo8HNSZFvJvba4W6g,1
-A4suUjxa7gNaiUMDjO42g,jKxES7iLV63H_PfyGVGIDw,1
-A4suUjxa7gNaiUMDjO42g,k441Clzdv9Ia4QZanEne3g,1
-A4suUjxa7gNaiUMDjO42g,kNtToQSP_Y5U8tznLXuCaw,1
-A4suUjxa7gNaiUMDjO42g,l4x5FFzfiCFrGN0S-uZbBQ,1
-A4suUjxa7gNaiUMDjO42g,lWmDrnqgU6w3gFaJyn_1Uw,1
-A4suUjxa7gNaiUMDjO42g,m6nLTIrEJHtHSYJjVavnzw,1
-A4suUjxa7gNaiUMDjO42g,oD1PPb-TfMIkkg77u1zCAw,1
-A4suUjxa7gNaiUMDjO42g,pMiz7SP82Tknv1NbVqoSfg,1
-A4suUjxa7gNaiUMDjO42g,qaS11gk1kIlrzCX1LYiZsw,1
-A4suUjxa7gNaiUMDjO42g,qeJnMI5RmyJ2TZvkqvjn6Q,1
-A4suUjxa7gNaiUMDjO42g,t_yiQnxUDdPPCN2z4QyezA,1
-A4suUjxa7gNaiUMDjO42g,th4pZ5LkoIIkb1Vmu_m2DA,1
-A4suUjxa7gNaiUMDjO42g,tqxS-gA5zhBvdI5lk7kDGg,1
-A4suUjxa7gNaiUMDjO42g,u8C8pRvaHXg3PgDrsUHJHQ,1
-A4suUjxa7gNaiUMDjO42g,vqEtZ7CtNB9G8WMzjwJA2g,1
-A4suUjxa7gNaiUMDjO42g,wCB9mquz6W0ZuO5pPZXeDg,1
-A4suUjxa7gNaiUMDjO42g,xWGn7oqLOZu_00H8pZOtsQ,1
-Jhlh8Scjy669NdtCfKSSg,-XH3-e3jDVdjHJq7GfNY7w,1
-Jhlh8Scjy669NdtCfKSSg,-fiUXzkxRfbHY9TKWwuptw,4
-Jhlh8Scjy669NdtCfKSSg,-zEpEmDfFQL-ph0N3BDlXA,3
-Jhlh8Scjy669NdtCfKSSg,0FrYsoVHheQGoXEQsH2d2Q,1
-Jhlh8Scjy669NdtCfKSSg,0aA5l11oXes0aS6mkN5lMQ,1
-Jhlh8Scjy669NdtCfKSSg,1p6qHrapvuKpbZGLT9qskw,1
-Jhlh8Scjy669NdtCfKSSg,1qQ5VkxiBUjbGGdpBN-PUQ,2
-Jhlh8Scjy669NdtCfKSSg,24UHe1SZ4cgm6u6bU_L6xA,1
-Jhlh8Scjy669NdtCfKSSg,2pbOSrbB5AtQIa240AXNvQ,1
-Jhlh8Scjy669NdtCfKSSg,5jXwI9WpDxGDmzmkmE0RTg,1
-Jhlh8Scjy669NdtCfKSSg,5lw5rrhFMz-liykUn8dGSw,2
-Jhlh8Scjy669NdtCfKSSg,6d82R41sVNDVS0I-c1Ghkg,1
-Jhlh8Scjy669NdtCfKSSg,8GUMO244E8CxfJcyJIWFOA,1
-Jhlh8Scjy669NdtCfKSSg,9V4AGrJphOIw2RC1UoPPRw,1
-Jhlh8Scjy669NdtCfKSSg,B2N_XO6fX0ILL9c50QuzHg,1
-Jhlh8Scjy669NdtCfKSSg,B9W60PTxn7XOZfk4BiTvyw,1
-Jhlh8Scjy669NdtCfKSSg,BkqM_Ou82P3gn_PTxEN3pw,2
-Jhlh8Scjy669NdtCfKSSg,CpNMXASiwtJv5eCDf0n63g,1
-Jhlh8Scjy669NdtCfKSSg,CrIWqmuO2uQWwl3z11K_BA,2
-Jhlh8Scjy669NdtCfKSSg,D6SCh4BwNb52wZIqXdS4JQ,1
-Jhlh8Scjy669NdtCfKSSg,DkwuiCqvSrqE8fUA4qJPBw,1
-Jhlh8Scjy669NdtCfKSSg,ECKXHrl2GqNKRMG9jp4trg,1
-Jhlh8Scjy669NdtCfKSSg,EYmj4QlhqgrsMXnLeGLu3Q,1
-Jhlh8Scjy669NdtCfKSSg,Epr8Ft7LwYAzotFwxQX6uw,4
-Jhlh8Scjy669NdtCfKSSg,F1qPjasn0R6-j8sa6iYNmA,2
-Jhlh8Scjy669NdtCfKSSg,FsnwQwatA43aeGhJlxQ_Kg,1
-Jhlh8Scjy669NdtCfKSSg,Gvox18F9QxsSS9qG2O8E-A,1
-Jhlh8Scjy669NdtCfKSSg,HbK6IfznbVToEaKVC0WcSg,1
-Jhlh8Scjy669NdtCfKSSg,HvRWUE3yP3mY4mZiG6UtJg,1
-Jhlh8Scjy669NdtCfKSSg,J2mmkwPiTQg3aCXP3afiJQ,1
-Jhlh8Scjy669NdtCfKSSg,JCnFvoh7lU8PF_Yhh8bgOw,1
-Jhlh8Scjy669NdtCfKSSg,JoHDOuZ1BnFi63PgC_zYeQ,2
-Jhlh8Scjy669NdtCfKSSg,K2lscpx0S9wpqNz0s9AIwQ,1
-Jhlh8Scjy669NdtCfKSSg,L2c-qKZWumCmOCR-dqBLrg,2
-Jhlh8Scjy669NdtCfKSSg,LyGab6ITDEMDI5E0YcC0Ng,4
-Jhlh8Scjy669NdtCfKSSg,NEVA0IYbawceL6kz5v5DAw,2
-Jhlh8Scjy669NdtCfKSSg,NPpttQPnIbzezRMURx973g,1
-Jhlh8Scjy669NdtCfKSSg,NSzhahVpI_B32snhJHM0HA,1
-Jhlh8Scjy669NdtCfKSSg,O3zVw-VAcJi8ta4B6v5iAA,1
-Jhlh8Scjy669NdtCfKSSg,ODURDhURWmZr6b--O4nt3w,2
-Jhlh8Scjy669NdtCfKSSg,OyBStpjF5e_iRCMXflFasQ,1
-Jhlh8Scjy669NdtCfKSSg,PmVxbit6HDDsEUS-j9aDfg,1
-Jhlh8Scjy669NdtCfKSSg,R32Yh0XxxanldkIp11fuRg,1
-Jhlh8Scjy669NdtCfKSSg,RQxLNvAra_MUUPHdhukilA,1
-Jhlh8Scjy669NdtCfKSSg,RnGG5bAz4nTPo_Ui99Kzbg,1
-Jhlh8Scjy669NdtCfKSSg,S_9OaE_RBWBIXnUKvxJKsQ,3
-Jhlh8Scjy669NdtCfKSSg,SgG5E7PUrCIsEMP0BVSlTg,2
-Jhlh8Scjy669NdtCfKSSg,Sp32-I-Ej0CBVJvFCghyPw,1
-Jhlh8Scjy669NdtCfKSSg,TEXUVhF-G_v2Sxwqti8HQA,1
-Jhlh8Scjy669NdtCfKSSg,U8VXQaeog9wb_Y6hCkfitg,1
-Jhlh8Scjy669NdtCfKSSg,VIJ2KiDKhUVhhpNylEIfog,5
-Jhlh8Scjy669NdtCfKSSg,X57f6FWZiwI1wOidPPhOrQ,1
-Jhlh8Scjy669NdtCfKSSg,XbHxWOciYlBhJOjKRQbo9g,1
-Jhlh8Scjy669NdtCfKSSg,XiJG_I82LssFbGDIMsHYvQ,1
-Jhlh8Scjy669NdtCfKSSg,YERn2kltXVj9936i6T4Q8w,1
-Jhlh8Scjy669NdtCfKSSg,Z7r_FJXEyfyvVsyv2y7gFQ,1
-Jhlh8Scjy669NdtCfKSSg,ZcR6MePiNSwL7DIHS6hGqQ,1
-Jhlh8Scjy669NdtCfKSSg,ZvSy8yaly9Aeh64Qm4Dsfw,1
-Jhlh8Scjy669NdtCfKSSg,ZyOgY-z9sHdHp8_FDoQAJg,1
-Jhlh8Scjy669NdtCfKSSg,_a6jhRFIgOe74U73T5B-Ww,1
-Jhlh8Scjy669NdtCfKSSg,a39B-BfbCipNkNH7vwCfug,2
-Jhlh8Scjy669NdtCfKSSg,boIILzBqhjWhq4G0BsB5_A,3
-Jhlh8Scjy669NdtCfKSSg,dHkbBWmXXjaO_-9BgQyEPg,1
-Jhlh8Scjy669NdtCfKSSg,dIZcPB3CtNjMn4O_p8QFxw,1
-Jhlh8Scjy669NdtCfKSSg,d_Wm9CpzIo_0T-XLfq1UcA,1
-Jhlh8Scjy669NdtCfKSSg,dn9lwYUxmhs_mLKPu7L25Q,3
-Jhlh8Scjy669NdtCfKSSg,dtKy808TwAgtOcwSCbXFJw,3
-Jhlh8Scjy669NdtCfKSSg,e0prCZXtHGQIKeQ_wTW3uw,1
-Jhlh8Scjy669NdtCfKSSg,g5Lv61xQ_lTD2dU9QIJfeg,1
-Jhlh8Scjy669NdtCfKSSg,gEJZ5USuvC1r8_QvSvDCNA,1
-Jhlh8Scjy669NdtCfKSSg,hP2DOm7E2H4P7MOS7XN_SQ,3
-Jhlh8Scjy669NdtCfKSSg,hvPPw19VdGRsOEkxgyD7tg,2
-Jhlh8Scjy669NdtCfKSSg,i1YpfdZTpLj8TrKm9HlCig,1
-Jhlh8Scjy669NdtCfKSSg,iLxG2Oo8HNSZFvJvba4W6g,1
-Jhlh8Scjy669NdtCfKSSg,jKxES7iLV63H_PfyGVGIDw,1
-Jhlh8Scjy669NdtCfKSSg,jeTfL2kCyBtmFGSrSQHqVw,1
-Jhlh8Scjy669NdtCfKSSg,k441Clzdv9Ia4QZanEne3g,1
-Jhlh8Scjy669NdtCfKSSg,kNtToQSP_Y5U8tznLXuCaw,3
-Jhlh8Scjy669NdtCfKSSg,l4x5FFzfiCFrGN0S-uZbBQ,2
-Jhlh8Scjy669NdtCfKSSg,lG9YdIb-87LK21XnMKvzFg,2
-Jhlh8Scjy669NdtCfKSSg,lWmDrnqgU6w3gFaJyn_1Uw,3
-Jhlh8Scjy669NdtCfKSSg,m6nLTIrEJHtHSYJjVavnzw,2
-Jhlh8Scjy669NdtCfKSSg,njngMI0mhAGJ-kH0oo68Ow,1
-Jhlh8Scjy669NdtCfKSSg,o5Mofj5KJkYAMs_fhxftpg,1
-Jhlh8Scjy669NdtCfKSSg,oD1PPb-TfMIkkg77u1zCAw,1
-Jhlh8Scjy669NdtCfKSSg,pMiz7SP82Tknv1NbVqoSfg,5
-Jhlh8Scjy669NdtCfKSSg,qaS11gk1kIlrzCX1LYiZsw,2
-Jhlh8Scjy669NdtCfKSSg,qeJnMI5RmyJ2TZvkqvjn6Q,3
-Jhlh8Scjy669NdtCfKSSg,t_yiQnxUDdPPCN2z4QyezA,3
-Jhlh8Scjy669NdtCfKSSg,th4pZ5LkoIIkb1Vmu_m2DA,1
-Jhlh8Scjy669NdtCfKSSg,tqxS-gA5zhBvdI5lk7kDGg,2
-Jhlh8Scjy669NdtCfKSSg,u8C8pRvaHXg3PgDrsUHJHQ,1
-Jhlh8Scjy669NdtCfKSSg,vqEtZ7CtNB9G8WMzjwJA2g,2
-Jhlh8Scjy669NdtCfKSSg,wCB9mquz6W0ZuO5pPZXeDg,3
-Jhlh8Scjy669NdtCfKSSg,xWGn7oqLOZu_00H8pZOtsQ,4
-Jhlh8Scjy669NdtCfKSSg,xistlMeIIjG21z2SaWvfVQ,1
-Jhlh8Scjy669NdtCfKSSg,y2V42mxWvVoH4NvUT_n8eg,1
-LfTBo0oa_uD454ScEW2XA,-fiUXzkxRfbHY9TKWwuptw,1
-LfTBo0oa_uD454ScEW2XA,J2mmkwPiTQg3aCXP3afiJQ,1
-LfTBo0oa_uD454ScEW2XA,kNtToQSP_Y5U8tznLXuCaw,1
-S1BkxguVmi2G_O6Bcoabg,6o6XxnI8RWhnAVSdxqCJWQ,1
-S1BkxguVmi2G_O6Bcoabg,F1qPjasn0R6-j8sa6iYNmA,1
-S1BkxguVmi2G_O6Bcoabg,Gvox18F9QxsSS9qG2O8E-A,1
-S1BkxguVmi2G_O6Bcoabg,JoHDOuZ1BnFi63PgC_zYeQ,1
-S1BkxguVmi2G_O6Bcoabg,L2c-qKZWumCmOCR-dqBLrg,1
-S1BkxguVmi2G_O6Bcoabg,O3zVw-VAcJi8ta4B6v5iAA,1
-S1BkxguVmi2G_O6Bcoabg,RnGG5bAz4nTPo_Ui99Kzbg,1
-S1BkxguVmi2G_O6Bcoabg,VHsNB3pdGVcRgs6C3jt6Zg,1
-S1BkxguVmi2G_O6Bcoabg,VIJ2KiDKhUVhhpNylEIfog,1
-S1BkxguVmi2G_O6Bcoabg,XiJG_I82LssFbGDIMsHYvQ,1
-S1BkxguVmi2G_O6Bcoabg,Z7r_FJXEyfyvVsyv2y7gFQ,1
-S1BkxguVmi2G_O6Bcoabg,ZyOgY-z9sHdHp8_FDoQAJg,1
-S1BkxguVmi2G_O6Bcoabg,g5Lv61xQ_lTD2dU9QIJfeg,1
-S1BkxguVmi2G_O6Bcoabg,hz18cj0wMLa5X9GVW-Un9A,1
-S1BkxguVmi2G_O6Bcoabg,iLxG2Oo8HNSZFvJvba4W6g,1
-S1BkxguVmi2G_O6Bcoabg,kNtToQSP_Y5U8tznLXuCaw,1
-S1BkxguVmi2G_O6Bcoabg,m6nLTIrEJHtHSYJjVavnzw,1
-S1BkxguVmi2G_O6Bcoabg,pMiz7SP82Tknv1NbVqoSfg,1
-S1BkxguVmi2G_O6Bcoabg,xeN57OX3lJfY96nfEx63fg,1
-XH3-e3jDVdjHJq7GfNY7w,Epr8Ft7LwYAzotFwxQX6uw,1
-XH3-e3jDVdjHJq7GfNY7w,qeJnMI5RmyJ2TZvkqvjn6Q,1
-XH3-e3jDVdjHJq7GfNY7w,t_yiQnxUDdPPCN2z4QyezA,1
-XH3-e3jDVdjHJq7GfNY7w,wCB9mquz6W0ZuO5pPZXeDg,1
-XH3-e3jDVdjHJq7GfNY7w,xistlMeIIjG21z2SaWvfVQ,1
-fiUXzkxRfbHY9TKWwuptw,-zEpEmDfFQL-ph0N3BDlXA,17
-fiUXzkxRfbHY9TKWwuptw,0-WocGTpO3Zm4q1Zzz49Rw,2
-fiUXzkxRfbHY9TKWwuptw,0FrYsoVHheQGoXEQsH2d2Q,5
-fiUXzkxRfbHY9TKWwuptw,0aA5l11oXes0aS6mkN5lMQ,2
-fiUXzkxRfbHY9TKWwuptw,0tU2xdfTSfz-BwD4VhtVAQ,1
-fiUXzkxRfbHY9TKWwuptw,1p6qHrapvuKpbZGLT9qskw,2
-fiUXzkxRfbHY9TKWwuptw,1qQ5VkxiBUjbGGdpBN-PUQ,1
-fiUXzkxRfbHY9TKWwuptw,24UHe1SZ4cgm6u6bU_L6xA,2
-fiUXzkxRfbHY9TKWwuptw,2pbOSrbB5AtQIa240AXNvQ,1
-fiUXzkxRfbHY9TKWwuptw,3G_bblT7MQIlXx8BBorILQ,1
-fiUXzkxRfbHY9TKWwuptw,4cPM1Hcj3UiN3fxyOsiR9w,1
-fiUXzkxRfbHY9TKWwuptw,4hWDMVtfnpyY72_5QMbthA,1
-fiUXzkxRfbHY9TKWwuptw,5CSGxhesXkz2XNQB8AP6Kw,1
-fiUXzkxRfbHY9TKWwuptw,5TPyzmhr3TKyWkPfzm01wA,2
-fiUXzkxRfbHY9TKWwuptw,5_cn7M-9swHrFbnqZtYGBQ,3
-fiUXzkxRfbHY9TKWwuptw,5bTjUBhGbild5tuzfAmIJg,1
-fiUXzkxRfbHY9TKWwuptw,5dCJy5oH6ZHqB_7cx76DhA,1
-fiUXzkxRfbHY9TKWwuptw,5jXwI9WpDxGDmzmkmE0RTg,3
-fiUXzkxRfbHY9TKWwuptw,5lw5rrhFMz-liykUn8dGSw,2
-fiUXzkxRfbHY9TKWwuptw,6d82R41sVNDVS0I-c1Ghkg,4
-fiUXzkxRfbHY9TKWwuptw,7B-suS0RHxqxZBBfVfiPLA,2
-fiUXzkxRfbHY9TKWwuptw,8GUMO244E8CxfJcyJIWFOA,1
-fiUXzkxRfbHY9TKWwuptw,9V4AGrJphOIw2RC1UoPPRw,4
-fiUXzkxRfbHY9TKWwuptw,ATEOnDYQCYSwCCH6hxenlQ,1
-fiUXzkxRfbHY9TKWwuptw,B2N_XO6fX0ILL9c50QuzHg,1
-fiUXzkxRfbHY9TKWwuptw,B9W60PTxn7XOZfk4BiTvyw,3
-fiUXzkxRfbHY9TKWwuptw,Bfh_ON-LQUcJerjcDF5KNA,1
-fiUXzkxRfbHY9TKWwuptw,BkqM_Ou82P3gn_PTxEN3pw,5
-fiUXzkxRfbHY9TKWwuptw,BvARTl3t-aztQ9HPKc9xGQ,1
-fiUXzkxRfbHY9TKWwuptw,C3d4HqDjWq9e_0cPfmPykg,1
-fiUXzkxRfbHY9TKWwuptw,CKqHfvcqx73-Uz0xGMHL6Q,1
-fiUXzkxRfbHY9TKWwuptw,CObgcxFJuEXZZpm4Mw3z1A,1
-fiUXzkxRfbHY9TKWwuptw,CpNMXASiwtJv5eCDf0n63g,2
-fiUXzkxRfbHY9TKWwuptw,CrIWqmuO2uQWwl3z11K_BA,5
-fiUXzkxRfbHY9TKWwuptw,D6SCh4BwNb52wZIqXdS4JQ,2
-fiUXzkxRfbHY9TKWwuptw,DkwuiCqvSrqE8fUA4qJPBw,3
-fiUXzkxRfbHY9TKWwuptw,E6QAh8UPRo6Tlg6hkcWCHw,3
-fiUXzkxRfbHY9TKWwuptw,ECKXHrl2GqNKRMG9jp4trg,1
-fiUXzkxRfbHY9TKWwuptw,EYmj4QlhqgrsMXnLeGLu3Q,2
-fiUXzkxRfbHY9TKWwuptw,Epr8Ft7LwYAzotFwxQX6uw,1
-fiUXzkxRfbHY9TKWwuptw,F1qPjasn0R6-j8sa6iYNmA,3
-fiUXzkxRfbHY9TKWwuptw,FM-rxNJP7eSXZGwizEd-Dg,1
-fiUXzkxRfbHY9TKWwuptw,FsnwQwatA43aeGhJlxQ_Kg,3
-fiUXzkxRfbHY9TKWwuptw,Gvox18F9QxsSS9qG2O8E-A,2
-fiUXzkxRfbHY9TKWwuptw,HbK6IfznbVToEaKVC0WcSg,2
-fiUXzkxRfbHY9TKWwuptw,HvRWUE3yP3mY4mZiG6UtJg,3
-fiUXzkxRfbHY9TKWwuptw,J2mmkwPiTQg3aCXP3afiJQ,8
-fiUXzkxRfbHY9TKWwuptw,JCnFvoh7lU8PF_Yhh8bgOw,1
-fiUXzkxRfbHY9TKWwuptw,JbnNk6do3aHF3Kr1bX4HzQ,1
-fiUXzkxRfbHY9TKWwuptw,JoHDOuZ1BnFi63PgC_zYeQ,5
-fiUXzkxRfbHY9TKWwuptw,K2lscpx0S9wpqNz0s9AIwQ,2
-fiUXzkxRfbHY9TKWwuptw,KGpsB2dsdkxl8SGVUlJbZw,1
-fiUXzkxRfbHY9TKWwuptw,Kws-gPJjF4RxLxJE_2BjKQ,2
-fiUXzkxRfbHY9TKWwuptw,L2c-qKZWumCmOCR-dqBLrg,11
-fiUXzkxRfbHY9TKWwuptw,LyGab6ITDEMDI5E0YcC0Ng,9
-fiUXzkxRfbHY9TKWwuptw,MfJSKP5HRllfts13MiKs1g,7
-fiUXzkxRfbHY9TKWwuptw,NEVA0IYbawceL6kz5v5DAw,7
-fiUXzkxRfbHY9TKWwuptw,NPpttQPnIbzezRMURx973g,3
-fiUXzkxRfbHY9TKWwuptw,NSzhahVpI_B32snhJHM0HA,2
-fiUXzkxRfbHY9TKWwuptw,O1Sp0pDa8wmMfOC-FUGZFQ,1
-fiUXzkxRfbHY9TKWwuptw,O3zVw-VAcJi8ta4B6v5iAA,1
-fiUXzkxRfbHY9TKWwuptw,ODURDhURWmZr6b--O4nt3w,3
-fiUXzkxRfbHY9TKWwuptw,OrX0D6xwxmymxfzWRatT7Q,1
-fiUXzkxRfbHY9TKWwuptw,OyBStpjF5e_iRCMXflFasQ,1
-fiUXzkxRfbHY9TKWwuptw,P6ZV903fV-rD9pYO7WM0Pw,1
-fiUXzkxRfbHY9TKWwuptw,PBmfdx-tC2D54FI3HtcKww,1
-fiUXzkxRfbHY9TKWwuptw,PTQVaWA-I5ZLzwy5oBbVMg,2
-fiUXzkxRfbHY9TKWwuptw,PgMt7JtwUB-QUoRZAbwUng,1
-fiUXzkxRfbHY9TKWwuptw,Piw4Xr1wNyL4lgmwLZ2eTg,1
-fiUXzkxRfbHY9TKWwuptw,PmVxbit6HDDsEUS-j9aDfg,4
-fiUXzkxRfbHY9TKWwuptw,PyUzLJdol6u2sSxEmJK5Cg,2
-fiUXzkxRfbHY9TKWwuptw,R32Yh0XxxanldkIp11fuRg,2
-fiUXzkxRfbHY9TKWwuptw,RAJUQvRLopFmIklzqaUYeA,4
-fiUXzkxRfbHY9TKWwuptw,RQxLNvAra_MUUPHdhukilA,3
-fiUXzkxRfbHY9TKWwuptw,RnGG5bAz4nTPo_Ui99Kzbg,2
-fiUXzkxRfbHY9TKWwuptw,S7TY9oCMqK-TffWrygetcw,2
-fiUXzkxRfbHY9TKWwuptw,SUktrYdNQD8k2vvkM4OpfA,2
-fiUXzkxRfbHY9TKWwuptw,S_9OaE_RBWBIXnUKvxJKsQ,4
-fiUXzkxRfbHY9TKWwuptw,SgG5E7PUrCIsEMP0BVSlTg,1
-fiUXzkxRfbHY9TKWwuptw,Sp32-I-Ej0CBVJvFCghyPw,1
-fiUXzkxRfbHY9TKWwuptw,TEXUVhF-G_v2Sxwqti8HQA,3
-fiUXzkxRfbHY9TKWwuptw,U8VXQaeog9wb_Y6hCkfitg,1
-fiUXzkxRfbHY9TKWwuptw,UUsS7SrTQQ2AvvpslfrvFA,1
-fiUXzkxRfbHY9TKWwuptw,VHsNB3pdGVcRgs6C3jt6Zg,1
-fiUXzkxRfbHY9TKWwuptw,VIJ2KiDKhUVhhpNylEIfog,12
-fiUXzkxRfbHY9TKWwuptw,VSkNNLEGTwVCjXTqQ4rCrg,1
-fiUXzkxRfbHY9TKWwuptw,X57f6FWZiwI1wOidPPhOrQ,3
-fiUXzkxRfbHY9TKWwuptw,XbHxWOciYlBhJOjKRQbo9g,3
-fiUXzkxRfbHY9TKWwuptw,XiJG_I82LssFbGDIMsHYvQ,1
-fiUXzkxRfbHY9TKWwuptw,XvhCPxnxDvISSsTpiKuo4w,1
-fiUXzkxRfbHY9TKWwuptw,YERn2kltXVj9936i6T4Q8w,1
-fiUXzkxRfbHY9TKWwuptw,ZGIkQIh3KTLM1yOCNpvU5Q,1
-fiUXzkxRfbHY9TKWwuptw,ZMcbVIEXsLO7j1Q1GXKPSw,1
-fiUXzkxRfbHY9TKWwuptw,ZcR6MePiNSwL7DIHS6hGqQ,2
-fiUXzkxRfbHY9TKWwuptw,ZxQlHVm0pj0ERqpwhEHc6w,2
